Date & Time,Product ID,Flow Type,Quantity
15-03-2025 00:00,31532,Outgoing,60
15-03-2025 00:00,31528,Outgoing,750
15-03-2025 00:00,31986,Outgoing,800
15-03-2025 00:00,31985,Outgoing,320
15-03-2025 00:00,36081,Outgoing,60
15-03-2025 00:00,36658,Outgoing,60
15-03-2025 00:00,31398,Outgoing,60
15-03-2025 00:00,31401,Outgoing,150
15-03-2025 00:00,31393,Outgoing,0
15-03-2025 00:00,31373,Outgoing,120
15-03-2025 00:00,36622,Outgoing,120
15-03-2025 00:00,39031,Outgoing,120
15-03-2025 00:00,31725,Outgoing,2250
15-03-2025 00:00,31554,Outgoing,500
15-03-2025 00:00,31565,Outgoing,500
15-03-2025 00:00,31557,Outgoing,2000
15-03-2025 00:00,31732,Outgoing,2000
15-03-2025 00:00,31723,Outgoing,1000
15-03-2025 00:00,31724,Outgoing,500
15-03-2025 00:00,32088,Outgoing,30
15-03-2025 00:00,32086,Outgoing,18
15-03-2025 00:00,32086,Outgoing,12
15-03-2025 00:00,32085,Outgoing,18
15-03-2025 00:00,32089,Outgoing,6
15-03-2025 00:00,32084,Outgoing,12
15-03-2025 00:00,31565,Outgoing,400
15-03-2025 00:00,31569,Outgoing,100
15-03-2025 00:00,31543,Outgoing,100
15-03-2025 00:00,31554,Outgoing,1000
15-03-2025 00:00,31557,Outgoing,200
15-03-2025 00:00,31551,Outgoing,200
15-03-2025 00:00,31595,Outgoing,200
15-03-2025 00:00,31600,Outgoing,100
15-03-2025 00:00,31584,Outgoing,400
15-03-2025 00:00,31594,Outgoing,100
15-03-2025 00:00,31517,Outgoing,30
15-03-2025 00:00,31531,Outgoing,60
15-03-2025 00:00,31532,Outgoing,90
15-03-2025 00:00,31528,Outgoing,90
15-03-2025 00:00,31985,Outgoing,80
15-03-2025 00:00,31987,Outgoing,40
15-03-2025 00:00,31993,Outgoing,100
15-03-2025 00:00,35578,Outgoing,100
15-03-2025 00:00,35595,Outgoing,80
15-03-2025 00:00,35596,Outgoing,60
15-03-2025 00:00,35586,Outgoing,100
15-03-2025 00:00,35584,Outgoing,500
15-03-2025 00:00,35585,Outgoing,300
15-03-2025 00:00,35574,Outgoing,300
15-03-2025 00:00,35580,Outgoing,100
15-03-2025 00:00,35593,Outgoing,50
15-03-2025 00:00,31725,Outgoing,450
15-03-2025 00:00,31724,Outgoing,200
15-03-2025 00:00,31733,Outgoing,60
15-03-2025 00:00,31730,Outgoing,60
15-03-2025 00:00,31732,Outgoing,200
15-03-2025 00:00,31755,Outgoing,200
15-03-2025 00:00,32084,Outgoing,12
15-03-2025 00:00,32085,Outgoing,6
15-03-2025 00:00,32086,Outgoing,18
15-03-2025 00:00,32087,Outgoing,6
15-03-2025 00:00,32088,Outgoing,9
15-03-2025 00:00,32089,Outgoing,3
15-03-2025 00:00,38744,Outgoing,12
15-03-2025 00:00,36155,Outgoing,3
15-03-2025 00:00,32080,Outgoing,12
15-03-2025 00:00,34637,Outgoing,960
15-03-2025 00:00,31761,Outgoing,150
15-03-2025 00:00,31762,Outgoing,90
15-03-2025 00:00,31766,Outgoing,160
15-03-2025 00:00,31760,Outgoing,140
15-03-2025 00:00,31336,Outgoing,64
15-03-2025 00:00,31337,Outgoing,20
15-03-2025 00:00,35912,Outgoing,180
15-03-2025 00:00,36078,Outgoing,0
15-03-2025 00:00,38719,Outgoing,150
15-03-2025 00:00,38720,Outgoing,50
15-03-2025 00:00,31784,Outgoing,32
15-03-2025 00:00,36521,Outgoing,100
15-03-2025 00:00,39907,Outgoing,80
15-03-2025 00:00,31731,Outgoing,1500
15-03-2025 00:00,31730,Outgoing,900
15-03-2025 00:00,31987,Outgoing,200
15-03-2025 00:00,35595,Outgoing,1200
15-03-2025 00:00,35588,Outgoing,300
15-03-2025 00:00,35602,Outgoing,500
15-03-2025 00:00,34406,Outgoing,200
15-03-2025 00:00,34406,Outgoing,100
15-03-2025 00:00,31594,Outgoing,300
15-03-2025 00:00,36155,Outgoing,72
15-03-2025 00:00,36155,Outgoing,18
15-03-2025 00:00,31549,Outgoing,500
15-03-2025 00:00,31554,Outgoing,3000
15-03-2025 00:00,31557,Outgoing,3000
15-03-2025 00:00,31584,Outgoing,1000
15-03-2025 00:00,31587,Outgoing,500
15-03-2025 00:00,31993,Outgoing,1000
15-03-2025 00:00,34393,Outgoing,300
15-03-2025 00:00,34392,Outgoing,480
15-03-2025 00:00,35596,Outgoing,300
15-03-2025 00:00,35578,Outgoing,500
